2.98144197463989,2.93174862861633,2.80337429046631,2.71537590026855,2.64911818504333,2.6273775100708,2.59114265441895,2.56215500831604,2.5476610660553,2.53937888145447,2.53420257568359,2.53937888145447,2.54041409492493,2.54455518722534,2.57147240638733,2.59735441207886,0.948525667190552,2.77128076553345,2.81993865966797,2.94417190551758,3.06736969947815,0.970501899719238,0.978954195976257,0.987406611442566,0.995858907699585,1.00769233703613,1.01614463329315,1.02797794342041,1.04319214820862,1.05648612976074,1.07481741905212,1.09099185466766,1.11040127277374,1.52159607410431,1.60642004013062,2.09302234649658,2.09465026855469,2.09511542320251,1.63445580005646,1.67826855182648,1.75648653507233,2.15302181243896,2.14255690574646,1.6265926361084,1.63051497936249,1.78869080543518,1.77685761451721,2.01298451423645,2.23278856277466,2.72608518600464,2.97315979003906,2.09614181518555,2.09757661819458,2.8903374671936,2.85513830184937,2.84892654418945,2.85513830184937,2.8924081325531,2.90172553062439,2.94313669204712
0,0,0,0,0,3.24482011795044,2.85844779014587,2.19653558731079,0,0,0,0,0,0,0,3.22680234909058,3.23197865486145,3.23301410675049,0,0,3.14294481277466,3.43385744094849,4.00015354156494,4.13888072967529,0.89703631401062,4.12749290466309,0.95979380607605,0.99431049823761,1.02352333068848,1.06041789054871,1.09915709495544,1.18006491661072,1.21133732795715,1.24689340591431,1.28247177600861,1.28358709812164,3.73305225372314,3.22186064720154,3.70406460762024,3.69992351531982,3.72477006912231,3.71338224411011,3.74754619598389,3.80345106124878,4.10575199127197,3.84900331497192,3.41832852363586,3.53427934646606,3.62641906738281,3.86246204376221,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01882791519165,3.02565240859985,3.01200318336487,0,0,0,0,0,4.1699390411377,4.20306777954102,4.22998523712158,4.24551391601562,4.28796005249023,4.35525321960449,4.4277229309082,4.49190998077393,4.54470920562744,4.59957885742188,4.65651893615723,4.71656465530396,4.7776460647583,4.79938697814941,4.85839748382568,4.79110431671143,4.73519992828369,4.56748485565186,4.73934078216553,4.78592872619629,4.83251571655273,3.50813341140747,4.7269172668457,4.72174119949341,0,4.68757724761963,4.72381162643433,4.60268449783325,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20264959335327,4.57358455657959,4.55923461914062,4.57717180252075,4.66972637176514,4.74147367477417,4.85196495056152,4.90362358093262,3.10492968559265,4.89573097229004,4.60371875762939,4.37125635147095,4.19906234741211,2.99883031845093,0,0,0,0,0,0,0,0,1.8582581281662,4.43439388275146,4.47959518432617,4.42937183380127,4.21341133117676,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58018159866333,2.80567860603333,3.1618504524231,1.51942443847656,1.4282066822052,0,4.9502592086792,5.1411075592041,4.92299509048462,0,0,0,3.96648406982422,4.41691303253174,0,0,0,0,0,0,0,5.61248874664307,5.63114356994629,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8049898147583,0,0,0,0,0,0,4.67673873901367,0,0,0,0,0,0,0,3.16719913482666,5.78683567047119,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09470701217651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.558750152587891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
