-2.11922,-2.06014,-0.0515893
-1.96887,-1.57117,-0.0733081
-2.67951,-2.13826,-0.685626
-2.12164,-1.86982,0
-1.99468,-1.59177,-0.014832
-2.92048,-2.10554,-0.336086
-2.09231,-2.03397,-0.187012
-2.79865,-2.01771,-0.200928
-2.14801,-1.89306,0.166743
-1.98682,-1.58549,0.103559
-2.11634,-1.86515,-0.131404
-2.01072,-1.60456,-0.134817
-2.10583,-1.85588,0.344647
-1.99122,-1.589,0.207968
-2.10633,-2.0476,-0.119679
-2.73683,-1.97314,-0.117821
-2.06384,-1.81888,0.737117
-1.9839,-1.58316,0.462772
-2.11507,-1.86403,-0.0656021
-2.11922,-2.06014,-0.0515893
-1.96887,-1.57117,-0.0733081
-2.12164,-1.86982,0
-1.99468,-1.59177,-0.014832
-2.92048,-2.10554,-0.336086
-2.79865,-2.01771,-0.200928
-1.98682,-1.58549,0.103559
-2.01072,-1.60456,-0.134817
-2.10583,-1.85588,0.344647
-1.97876,-1.57905,0.206666
-2.10633,-2.0476,-0.119679
-2.73683,-1.97314,-0.117821
-2.06384,-1.81888,0.737117
-1.9839,-1.58316,0.462772
-2.11507,-1.86403,-0.0656021
-2.11947,-2.03108,-0.0512403
-2.69474,-2.11903,-0.685626
-2.12289,-1.8441,0
-2.00917,-1.57992,-0.0148553
-2.90625,-2.06384,-0.33274
-2.10105,-2.01342,-0.1865
-2.15849,-1.87502,0.16651
-2.00754,-1.57864,0.104048
-2.11456,-1.83686,-0.130473
-2.09437,-1.64692,-0.139632
-2.09807,-1.82254,0.341234
-2.01194,-1.58211,0.208944
-2.10073,-2.01312,-0.11854
-2.72806,-1.9373,-0.116844
-1.95721,-1.70018,0.69467
-2.01992,-1.58838,0.468511
-2.11628,-1.83835,-0.0652298
-2.11947,-2.03108,-0.0512403
-2.12289,-1.8441,0
-2.90625,-2.06384,-0.33274
-2.00754,-1.57864,0.104048
-2.09807,-1.82254,0.341234
-2.01194,-1.58211,0.208944
-2.10073,-2.01312,-0.11854
-2.72806,-1.9373,-0.116844
-1.95721,-1.70018,0.69467
-2.01992,-1.58838,0.468511
-2.11628,-1.83835,-0.0652298
-2.11616,-1.99976,-0.0508214
-2.67227,-2.07133,-0.676212
-2.01115,-1.72255,0
-2.03912,-1.58056,-0.0149947
-2.91406,-2.03893,-0.331996
-2.10925,-1.99322,-0.185989
-2.83671,-1.98481,-0.201626
-2.01382,-1.72483,0.154417
-2.06589,-1.60132,0.10649
-1.99683,-1.71029,-0.12247
-1.9841,-1.69938,0.32076
-2.0765,-1.60954,0.214477
-2.10892,-1.99291,-0.118214
-2.72842,-1.90904,-0.116285
-1.94556,-1.66637,0.686388
-2.07762,-1.6104,0.479274
-1.99846,-1.71168,-0.0612286
-2.11616,-1.99976,-0.0508214
-2.01115,-1.72255,0
-2.91406,-2.03893,-0.331996
-2.83671,-1.98481,-0.201626
-2.06589,-1.60132,0.10649
-1.9841,-1.69938,0.32076
-2.0765,-1.60954,0.214477
-2.10892,-1.99291,-0.118214
-2.72842,-1.90904,-0.116285
-1.94556,-1.66637,0.686388
-2.07762,-1.6104,0.479274
-1.99846,-1.71168,-0.0612286
-2.11837,-1.97403,-0.0505422
-2.06198,-1.57536,-0.075519
-2.59628,-1.98357,-0.653463
-2.00479,-1.69298,0
-2.0946,-1.60028,-0.0153202
-2.90199,-2.00045,-0.329022
-2.11435,-1.97029,-0.185221
-2.83406,-1.95362,-0.200463
-2.0075,-1.69527,0.153022
-2.08972,-1.59656,0.107142
-1.99957,-1.68857,-0.121912
-2.13303,-1.62964,-0.140679
-1.97165,-1.66499,0.31686
-2.10036,-1.60469,0.215779
-2.10816,-1.96452,-0.1174
-2.75155,-1.89675,-0.116704
-1.93353,-1.6328,0.678106
-2.10757,-1.61019,0.483578
-1.99814,-1.68736,-0.0608564
-2.11837,-1.97403,-0.0505422
-2.06198,-1.57536,-0.075519
-2.00479,-1.69298,0
-2.90199,-2.00045,-0.329022
-2.83406,-1.95362,-0.200463
-2.08972,-1.59656,0.107142
-1.97165,-1.66499,0.31686
-2.10036,-1.60469,0.215779
-2.10816,-1.96452,-0.1174
-2.75155,-1.89675,-0.116704
-1.93353,-1.6328,0.678106
-2.10757,-1.61019,0.483578
-1.99814,-1.68736,-0.0608564
-2.12066,-1.948,-0.0502629
-2.28763,-1.72198,-0.572663
-1.98611,-1.653,0
-2.92612,-2.20259,-0.466182
-2.13156,-1.6045,-0.0155062
-2.5933,-1.76042,-0.292588
-2.11664,-1.9443,-0.184198
-2.83144,-1.92208,-0.199301
-1.98582,-1.65276,0.150464
-2.12345,-1.59839,0.108281
-1.9901,-1.65633,-0.120609
-1.98046,-1.6483,0.316373
-2.11498,-1.59201,0.216104
-2.11333,-1.94127,-0.116911
-2.57984,-1.75128,-0.108886
-1.92734,-1.60409,0.671894
-2.11904,-1.59507,0.483578
-1.99172,-1.65767,-0.0602981
-2.12066,-1.948,-0.0502629
-1.98611,-1.653,0
-2.5933,-1.76042,-0.292588
-2.83144,-1.92208,-0.199301
-2.12345,-1.59839,0.108281
-1.98046,-1.6483,0.316373
-2.11498,-1.59201,0.216104
-2.11333,-1.94127,-0.116911
-2.57984,-1.75128,-0.108886
-1.92734,-1.60409,0.671894
-2.11904,-1.59507,0.483578
-1.99172,-1.65767,-0.0602981
-2.12498,-1.92546,-0.0500535
-2.2804,-1.69234,-0.567956
-1.99113,-1.63437,0
-2.50666,-1.6768,-0.0351095
-2.9283,-2.17316,-0.464162
-2.59198,-1.73387,-0.291101
-2.11799,-1.91913,-0.183174
-2.65859,-1.77843,-0.186277
-1.98468,-1.62907,0.149534
-2.11823,-1.57199,0.107467
-2.81315,-2.08771,-0.183595
-1.97936,-1.62471,0.314423
-2.11616,-1.57045,0.215128
-2.11761,-1.91879,-0.116423
-2.57508,-1.72257,-0.108188
-1.93225,-1.58604,0.669824
-2.10773,-1.56419,0.478556
-1.99059,-1.63393,-0.0599259
-2.12498,-1.92546,-0.0500535
-1.99113,-1.63437,0
-2.50666,-1.6768,-0.0351095
-0.409047,-0.370641,0.00320818
-2.59198,-1.73387,-0.291101
-2.65859,-1.77843,-0.186277
-2.11823,-1.57199,0.107467
-1.97936,-1.62471,0.314423
-2.11616,-1.57045,0.215128
-2.11761,-1.91879,-0.116423
-2.57508,-1.72257,-0.108188
-1.93225,-1.58604,0.669824
-2.10773,-1.56419,0.478556
-1.99059,-1.63393,-0.0599259
-2.12379,-1.89688,-0.0497045
-2.27029,-1.65977,-0.562464
-1.98723,-1.6075,0
-2.52528,-1.66322,-0.0352026
-2.73798,-2.2148,-0.547885
-2.93736,-2.14746,-0.463152
-2.57439,-1.69556,-0.287755
-2.64457,-1.74179,-0.184417
-1.98076,-1.60227,0.148371
-2.11329,-1.545,0.106653
-1.98197,-1.60325,-0.118747
-2.8119,-2.05574,-0.182548
-1.97241,-1.59552,0.311498
-2.13056,-1.55762,0.215453
-2.11937,-1.89294,-0.115772
-2.57733,-1.6975,-0.10777
-1.91951,-1.55273,0.661542
-2.10933,-1.5421,0.476404
-1.9898,-1.60958,-0.0595536
-2.12379,-1.89688,-0.0497045
-1.98723,-1.6075,0
-2.52528,-1.66322,-0.0352026
-0.417655,-0.373033,0.00325467
-2.64457,-1.74179,-0.184417
-1.98076,-1.60227,0.148371
-2.11329,-1.545,0.106653
-1.98197,-1.60325,-0.118747
-1.97241,-1.59552,0.311498
-2.13056,-1.55762,0.215453
-2.11937,-1.89294,-0.115772
-2.57733,-1.6975,-0.10777
-1.91951,-1.55273,0.661542
-2.10933,-1.5421,0.476404
-1.9898,-1.60958,-0.0595536
-2.12797,-1.87408,-0.049495
-2.29455,-1.65306,-0.565602
-1.98276,-1.58112,0
-2.73484,-2.18085,-0.544195
-2.96194,-2.13386,-0.464667
-2.13126,-1.87698,0.0165058
-2.58282,-1.67538,-0.287383
-2.1394,-1.88414,0.0829662
-2.63321,-1.70807,-0.182789
-1.9919,-1.5884,0.148371
-2.11754,-1.52553,0.106327
-1.98062,-1.57941,-0.118003
-2.72895,-1.96601,-0.176268
-1.9804,-1.57924,0.311011
-2.12521,-1.53106,0.213826
-2.11454,-1.86225,-0.114795
-2.56229,-1.66206,-0.106653
-1.95749,-1.56097,0.670859
-2.11366,-1.52274,0.474969
-1.98535,-1.58319,-0.0590884
-2.12797,-1.87408,-0.049495
-1.98276,-1.58112,0
-2.73484,-2.18085,-0.544195
-2.63321,-1.70807,-0.182789
-1.9919,-1.5884,0.148371
-2.11754,-1.52553,0.106327
-1.9804,-1.57924,0.311011
-2.12521,-1.53106,0.213826
-2.11454,-1.86225,-0.114795
-2.56229,-1.66206,-0.106653
-1.95749,-1.56097,0.670859
-2.11366,-1.52274,0.474969
-1.98535,-1.58319,-0.0590884
-2.1286,-1.84906,-0.0492158
-2.64381,-1.87747,-0.0943697
-2.30895,-1.63967,-0.566387
-1.99662,-1.57006,0
-2.53112,-1.61747,-0.0349698
-2.76205,-2.17196,-0.546655
-2.10775,-1.83095,0.0162269
-2.59081,-1.65562,-0.287011
-2.1069,-1.83021,0.0812208
-0.376696,-0.327226,-0.0319788
-2.63805,-1.68581,-0.182324
-2.00894,-1.57975,0.148836
-2.12136,-1.50646,0.106002
-2.00388,-1.57577,-0.118747
-2.00047,-1.57308,0.312473
-2.13233,-1.51425,0.2135
-2.11208,-1.83471,-0.11398
-1.99237,-1.56672,0.679141
-2.12077,-1.50604,0.474251
-1.99608,-1.56964,-0.0590884
-2.1286,-1.84906,-0.0492158
-2.64381,-1.87747,-0.0943697
-1.99662,-1.57006,0
-2.53112,-1.61747,-0.0349698
-2.76205,-2.17196,-0.546655
-2.59081,-1.65562,-0.287011
-0.376696,-0.327226,-0.0319788
-2.63805,-1.68581,-0.182324
-2.00894,-1.57975,0.148836
-2.12136,-1.50646,0.106002
-2.00047,-1.57308,0.312473
-2.13233,-1.51425,0.2135
-2.11208,-1.83471,-0.11398
-1.99237,-1.56672,0.679141
