constraint_type,scan1_index,scan2_index,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
0,136,137,-0.239435,-0.0120151,-0.032622,0.00925493,0.0012234,-0.0282584,0.999557
1,134,135,-0.370836,-0.0138,0.0986128,0.00153029,-0.00142162,-0.0169823,0.999854
0,137,138,-0.394063,-0.0450105,0.00109745,0.00512759,0.00719029,-0.0949641,0.995442
1,135,136,-0.329651,-0.018605,0.0552008,-0.00308961,-0.000316647,-0.0061738,0.999976
0,138,139,-0.380135,-0.0240271,0.0212466,0.0318427,0.00205813,0.0762266,0.99658
2,138,70,0.784027,0.0678093,0.111991,-0.0319715,-0.0346772,-0.979526,0.195715
1,136,137,-0.260968,-0.0132638,-0.0506722,-0.0107245,0.00660215,-0.0320955,0.999405
0,139,140,-0.135918,0.008543,-0.0402925,0.0582995,0.0172663,0.0314889,0.997653
2,139,69,0.835116,0.157819,0.00941816,-0.0279308,-0.0473445,-0.969549,0.238647
1,137,138,-0.44532,-0.148143,-0.0112889,-0.00181362,0.00760897,-0.0752983,0.99713
0,140,141,-0.309348,0.00977165,-0.0145864,-0.000620415,-0.00680856,-0.0335536,0.999414
2,140,68,0.771052,0.0372901,0.0129986,-0.0492155,0.00493538,-0.98769,0.148399
1,138,139,-0.386406,-0.0219886,0.00394293,0.00855409,0.00296043,0.083212,0.996491
0,141,142,-0.356762,0.0349665,0.00262883,0.0261776,-0.00361999,0.0625234,0.997694
1,139,140,-0.513234,-0.0107169,0.00165443,0.00444483,0.00621794,0.0918939,0.995739
0,142,143,-0.350025,-0.0128455,0.000475317,0.00259604,-0.0107707,0.16187,0.98675
2,142,67,0.544663,-0.137361,0.0074786,-0.0562133,-0.0165329,-0.995747,0.0710927
1,140,141,-0.35881,-0.0462081,0.0100722,-0.00708991,0.00504741,-0.0177573,0.999804
0,143,144,-0.418185,-0.0191727,-0.038472,-0.000444553,-0.013393,0.0385944,0.999165
2,143,66,0.611427,-0.00439952,0.00703577,0.0288018,-0.00254407,0.99269,0.117177
1,141,142,-0.394205,0.000384568,0.0435207,0.00899074,0.00815627,0.0785831,0.996834
0,144,145,-0.39264,0.0135528,0.0206679,0.00827476,0.00283983,0.0429586,0.999039
1,142,143,-0.445523,-0.00901665,0.0176559,0.0202408,0.000542514,0.181946,0.9831
0,145,146,-0.236352,0.0559119,0.024476,0.007468,0.00451542,0.198479,0.980066
2,145,8,0.00577869,0.343747,0.0458493,-0.0307459,-0.0105367,-0.612527,0.789781
1,143,144,-0.444289,-0.0317039,-0.028614,-0.0119573,-0.0135753,0.0309142,0.999358
0,146,147,-0.247912,0.0434979,0.0220855,0.0162144,0.0103364,0.197811,0.980052
2,146,3,-0.50048,0.0684853,0.0227465,0.00634137,-0.015506,0.129395,0.991452
1,144,145,-0.39705,-0.0141576,0.0759707,0.0176453,0.000448941,0.0766771,0.9969
0,147,148,-0.372542,-0.0367077,0.0730715,0.00371959,0.0234626,-0.0331555,0.999168
2,147,3,-0.23144,0.0114428,0.0209522,0.00585088,-0.0130423,-0.0557082,0.998345
1,145,146,-0.232287,0.0230372,0.0126242,0.000952177,0.00337906,0.228338,0.973576
0,148,149,-0.0147249,-0.00384574,-0.127422,0.014849,-0.0262848,-0.028148,0.999148
2,148,2,0.171469,-0.00816387,-0.0289006,-0.00320496,0.0307776,0.00780693,0.999491
1,146,147,-0.249142,0.0179618,0.0182178,0.00124783,0.00349114,0.187842,0.982192
0,149,150,-0.0190988,0.000897044,-0.123899,-0.0130478,-0.000621125,0.00271295,0.999911
1,147,148,-0.37836,0.062196,-0.0242112,0.0248157,-0.018905,-0.0619478,0.997592
