constraint_type,scan1_index,scan2_index,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
0,90,91,-0.345473,-0.111002,0.0846819,-0.00813995,0.00907437,-0.240655,0.970534
1,88,89,-0.172454,-0.10203,0.0187342,-0.0124739,0.00455518,-0.0831084,0.996452
0,91,92,-0.192441,-0.064988,0.0390357,-0.00597104,-0.00524376,-0.200621,0.979637
1,89,90,-0.373804,0.0152847,0.0837704,0.00055612,-0.00557932,-0.00448847,0.999974
0,92,93,-0.252757,-0.0602733,0.0624789,-0.00443034,0.017076,0.127114,-0.991731
1,90,91,-0.369683,-0.0461312,-0.0665094,0.00140654,0.000467972,-0.280162,0.959952
0,93,94,-0.28933,-0.0592031,0.021001,0.024479,0.0138255,-0.0358061,0.998963
1,91,92,-0.210812,-0.0756123,0.0350354,-0.0110582,0.00134735,-0.17463,0.984571
0,94,95,-0.223095,-0.0883098,0.0143561,-0.0205615,-0.010693,-0.147193,0.988836
1,92,93,-0.287814,-0.045039,0.0013371,-0.00288601,0.00625807,-0.114914,0.993351
0,95,96,-0.191574,-0.0841296,-0.0113206,-0.00321389,-0.00578032,-0.0108152,0.99992
1,93,94,-0.344043,-0.0609771,0.0116206,-0.00567548,0.0104111,-0.0615406,0.998034
0,96,97,-0.280578,-0.0351273,0.0148161,0.0010945,-0.00671225,-0.0488503,0.998783
1,94,95,-0.170921,-0.0818643,0.0196422,-0.0176049,0.000829175,-0.112954,0.993444
0,97,98,-0.183708,-0.0891209,0.0205379,-0.0178209,-0.00961595,-0.222241,0.974781
1,95,96,-0.220473,-0.0299379,0.0385922,-2.04627e-05,0.00341492,-0.0112696,0.999931
0,98,99,-0.0930777,-0.105338,-0.0234094,-0.0222555,0.00457247,-0.209378,0.977571
1,96,97,-0.285557,-0.0437811,0.00127223,-0.0023214,0.0104943,-0.0546132,0.99845
0,99,100,-0.226225,-0.0778032,-0.0181188,-0.00493005,0.00402305,-0.192181,0.981339
1,97,98,-0.191262,-0.0672112,0.0121566,-0.00279737,0.00128947,-0.240197,0.970719
0,100,101,-0.323409,-0.0771444,0.0119441,0.0134361,0.0005527,-0.100202,0.994876
1,98,99,-0.092119,-0.110219,0.0277004,-0.0076935,-0.00539637,-0.216427,0.976253
0,101,102,-0.249436,-0.055717,-0.03703,0.0138237,-0.0181768,-0.109358,0.99374
1,99,100,-0.207356,-0.1445,-0.00661122,-0.00348019,0.00169704,-0.153339,0.988166
0,102,103,-0.316872,-0.0110545,-0.0108902,0.0301328,0.00985131,0.0536215,0.998058
1,100,101,-0.357291,-0.0294479,0.0205371,-0.0177188,0.000631539,-0.12824,0.991585
0,103,104,-0.375035,-0.0219126,0.0474261,-0.0153276,0.0102456,0.0780787,0.996777
1,101,102,-0.253129,-0.105613,0.0201518,-0.00586126,0.00514637,-0.100475,0.994909
0,104,105,-0.416584,-0.0333037,-0.0363975,-0.00107821,0.00179706,-0.0505525,0.998719
1,102,103,-0.319337,0.00499611,0.0385229,0.0200821,-0.000543392,0.0665583,0.99758
0,105,106,-0.356686,-0.0353712,-0.0162539,0.00608668,-0.0034864,-0.112063,0.993676
1,103,104,-0.384241,-0.0121898,-0.00611296,-0.00103739,0.00684775,0.0718428,0.997392
0,106,107,-0.325466,-0.0186807,-0.00225723,0.00389353,0.0163611,-0.0203587,0.999651
1,104,105,-0.415267,-0.0487866,0.0730361,-0.0141643,0.000227159,-0.0589436,0.998161
0,107,108,-0.390604,-0.025691,-0.00837642,0.00341909,0.00662858,0.00230022,0.99997
1,105,106,-0.371529,-0.0323483,0.01143,-0.000954065,0.0103671,-0.100259,0.994907
0,108,109,-0.412226,-0.0284384,0.0226413,0.0157913,0.0125954,0.0503689,0.998526
1,106,107,-0.317949,-0.0172554,-0.00110365,-0.001858,0.00599995,-0.013677,0.999887
0,109,110,-0.392947,-0.0132725,0.00946395,0.0236201,0.00849103,0.183303,0.982736
1,107,108,-0.401526,-0.0479575,-0.0146039,-0.00576983,0.00509196,0.00406422,0.999962
0,110,111,-0.190634,0.0686351,-0.0704744,0.0131886,0.0049188,0.232589,0.972473
1,108,109,-0.421885,-0.0605479,-0.00795419,0.0132231,0.00218684,0.0598977,0.998115
0,111,112,-0.146079,0.0625273,-0.00738314,0.0268811,-0.000847974,0.202128,0.97899
1,109,110,-0.367704,-0.0308449,0.0570323,0.029535,0.00615316,0.196093,0.980121
0,112,113,-0.1478,0.0552366,0.00369978,0.0180747,-0.00196903,0.207816,0.977999
1,110,111,-0.17775,0.0575295,0.0248304,-0.00339734,-0.00352746,0.270463,0.962718
0,113,114,-0.142249,0.0607958,0.00675807,0.0124309,-0.000749461,0.200984,0.979515
1,111,112,-0.153302,0.0406895,0.0159866,0.00348544,0.00352291,0.20891,0.977922
0,114,115,-0.187864,0.0908546,-0.000710934,-0.00376421,0.0171283,-0.200525,-0.979532
1,112,113,-0.152228,0.05915,0.00859746,0.00275218,-9.08115e-06,0.210675,0.977552
0,115,116,-0.133443,0.0698934,0.00680281,0.0162248,0.00436525,0.205509,0.978511
1,113,114,-0.17912,0.0551805,0.0488808,0.00466285,-0.00673343,0.234701,0.972033
0,116,117,-0.11726,0.0778183,0.0112198,0.0179806,-0.00733314,0.215755,0.976254
1,114,115,-0.13289,0.0655822,-0.0603947,-0.00936427,-0.00623619,0.140652,0.989995
0,117,118,-0.171138,0.0855776,-0.0321295,0.00742676,-0.0238536,0.22786,0.973373
1,115,116,-0.110352,0.0620922,0.0257193,0.00933348,0.00347712,0.217131,0.976092
0,118,119,-0.157941,0.0175362,-0.0165835,-0.0253793,-0.0146205,0.00781085,0.999541
1,116,117,-0.134998,0.0556657,0.0166845,0.00398973,0.0013461,0.226645,0.973968
0,119,120,-0.12673,-0.0174058,0.0139734,-0.0102327,0.00722125,-0.0077126,0.999892
2,119,107,0.374987,-0.177115,0.0313581,0.0299579,0.0129619,0.893821,0.447233
1,117,118,-0.206134,0.0734453,0.0102201,0.00677451,0.00323073,0.223514,0.974672
0,120,121,-0.15249,-0.0056408,0.0391009,0.0399731,-0.0616556,-0.0903028,0.9932
1,118,119,-0.153739,0.0340059,0.00251008,-0.00095416,-0.000638446,-0.00538484,0.999985
0,121,122,-0.0862123,-0.0969185,-0.0202389,-0.0258854,-0.027888,-0.200438,0.978967
2,121,106,0.392985,0.0725555,0.0239777,0.0234361,0.0198008,0.943804,0.329078
1,119,120,-0.133423,-0.00468276,0.00640665,-0.00107566,0.0023939,-0.0115215,0.99993
0,122,123,-0.0790424,-0.117155,0.0176853,-0.003484,-0.0136992,-0.21142,0.977293
2,122,106,0.261378,-0.0531408,0.164893,0.0255133,0.0112376,0.993716,0.108405
1,120,121,-0.185288,-0.0453343,0.0662775,0.000213295,-0.0147611,-0.099009,0.994977
0,123,124,-0.128288,-0.055232,0.0495142,0.0200527,0.00656554,-0.0821911,0.996393
1,121,122,-0.118934,-0.10996,0.00376803,-0.00326046,-0.000742975,-0.235851,0.971783
0,124,125,-0.137737,0.0124662,0.0567987,0.0658251,0.0284252,-0.0225765,0.997171
1,122,123,-0.0868777,-0.104303,-0.0116424,-0.00451729,0.00216462,-0.198958,0.979995
0,125,126,0.196306,0.0359011,-0.0936321,0.0318578,0.0158843,0.0596275,0.997586
2,125,105,0.309204,-0.248498,0.0727187,-0.00458911,-0.00260919,-0.961478,0.27483
1,123,124,-0.127706,-0.0537984,0.0518173,-0.00661962,-0.00355533,-0.0728763,0.997313
0,126,127,-0.0762362,0.0713091,-0.0495653,-0.040912,0.0326125,0.211033,0.976078
2,126,105,0.458307,-0.0593349,0.055684,-0.0507267,-0.00736769,-0.978062,0.201908
1,124,125,-0.0976267,0.00135294,0.101454,0.0382978,-0.0210996,-0.0118721,0.998973
0,127,128,-0.189041,-0.0115684,-0.155577,-0.0525486,-0.0040468,0.0292652,0.998181
2,127,105,0.343654,0.00363099,0.0724093,0.0495759,-0.0138076,0.998516,0.0178044
1,125,126,0.174686,0.0740629,-0.194681,0.00195538,0.0744106,0.0768997,0.994256
0,128,129,-0.354035,-0.012034,0.0238088,-0.00159862,0.0148393,-0.0814218,0.996568
1,126,127,-0.167414,0.0541572,-0.0830263,0.0161688,0.0179056,0.220046,0.975191
0,129,130,-0.255687,0.0194803,0.00627003,-0.0120524,-0.00533428,0.0815108,0.996585
2,129,103,0.613719,-0.0351474,0.156554,-0.0362594,0.0134648,-0.995373,0.0879589
1,127,128,-0.189435,0.0509354,0.0151053,0.00487034,0.000571249,0.0152998,0.999871
0,130,131,-0.136705,-0.00708307,0.0207022,-0.0107313,0.0272681,-0.0434759,0.998625
2,130,102,0.672983,-0.12651,0.0922434,0.0305135,0.0172056,0.995464,0.0884582
1,128,129,-0.332543,-0.0618241,0.0861588,-0.00326663,-0.00354258,-0.133389,0.991052
0,131,132,-0.299597,0.00718316,0.00504778,-0.000250162,8.07461e-05,0.0513288,0.998682
2,131,102,0.484753,-0.148634,-0.131003,0.0759331,0.00369565,0.995294,0.0600874
1,129,130,-0.251705,-0.00411037,0.037621,0.00309592,0.000878059,0.10434,0.994536
0,132,133,-0.247588,-0.00334515,-0.0297297,0.015686,-0.0103365,-0.0182661,0.999657
2,132,101,0.50143,0.167876,0.0595128,0.0290172,-0.000376835,0.999526,0.010268
1,130,131,-0.15089,-0.0315894,0.0162841,-0.00768811,0.0420367,-0.0274706,0.998709
0,133,134,-0.228574,0.0123248,0.0220499,-0.00359376,0.0110492,-0.0143265,0.99983
2,133,100,0.484912,0.289041,0.0226969,-0.0559896,0.0347082,-0.989791,0.126386
1,131,132,-0.31875,-0.0362497,0.0159806,0.00289598,0.00476593,0.056901,0.998364
0,134,135,-0.361675,-0.0320909,-0.00617338,-0.0356381,0.0266385,-0.0147878,0.9989
2,134,99,0.317144,0.487184,0.0864368,-0.0311311,-0.0313622,-0.959172,0.279348
1,132,133,-0.250729,0.00660584,0.0465055,-0.00649953,-0.000118566,-0.013939,0.999882
0,135,136,-0.332417,-0.0233919,0.0187412,0.0111264,0.0134169,-0.00401982,0.99984
1,133,134,-0.232853,0.011772,0.00262173,0.00418056,0.00493431,-0.00337466,0.999973
