constraint_type,scan1_index,scan2_index,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
3,71,91,-0.127892,0.157336,0.0163116,0.00206876,-0.00834084,0.992299,0.123566
1,97,98,-0.269351,-0.0560142,0.00895678,0.001583,0.00669266,0.00193538,0.999974
0,100,101,-0.414953,-0.0465694,0.0155443,-0.0051944,-0.00386362,-0.120745,0.992662
3,67,93,0.0591057,-0.23386,0.0298059,-0.00367648,-0.0145514,0.643247,0.765512
1,98,99,-0.348291,9.54157e-05,0.0274345,-0.00372055,0.00822004,0.124111,0.992227
0,101,102,-0.317479,-0.0159358,-0.0253862,0.00436649,0.00903489,-0.0466589,0.998861
3,69,94,-0.188119,0.144304,0.0604698,-0.00177034,-0.00531136,0.810179,0.586156
1,99,100,-0.396776,-0.0355297,0.0462808,-0.00569781,0.00153552,-0.0056947,0.999966
0,102,103,-0.345335,-0.0227396,0.00372745,0.00147376,0.0101656,-0.013637,0.999854
3,68,92,0.233751,0.0921575,0.0235953,0.00424704,-0.0137569,0.913918,0.405643
1,100,101,-0.400566,-0.033704,0.0752995,-0.0164889,-0.00175849,-0.120985,0.992516
0,103,104,-0.416913,-0.0284883,0.00477953,0.00820383,0.0118817,0.0222858,0.999647
3,68,95,-0.228193,-0.104153,0.0573094,-0.0071155,-0.0075912,0.507787,0.86142
1,101,102,-0.307638,-0.0273851,-0.0190832,-0.00439259,0.00384688,-0.033762,0.999413
0,104,105,-0.401831,-0.0218877,0.017609,0.0245354,0.00722749,0.102753,0.994378
3,72,90,-0.143237,0.197644,0.113613,0.00623727,-0.0245467,0.991477,0.127793
1,102,103,-0.332995,-0.0414325,0.00846546,-0.00643562,0.00500258,-0.00983906,0.999918
0,105,106,-0.319799,0.0399134,-0.0479608,0.0134084,0.0116599,0.220502,0.975225
3,69,95,-0.238365,0.109273,0.0752079,-0.00286713,-0.0030557,0.691591,0.722277
1,103,104,-0.4237,-0.0364511,0.0360873,0.000834006,0.0143459,0.0288787,0.99948
0,106,107,-0.164628,0.0676341,-0.00561221,0.0197948,-0.00150375,0.22602,0.97392
3,70,92,-0.254174,0.128174,0.0318965,-0.0283689,-0.0111906,0.989186,0.14346
1,104,105,-0.418819,-0.0484387,-0.00243571,0.0121156,0.003734,0.125745,0.991982
0,107,108,-0.149738,0.0452661,-0.00527257,0.0303374,-0.00288655,0.205464,0.97819
3,70,90,0.238189,0.145256,0.0768179,-0.00779013,-0.00729153,0.995042,0.0988791
1,105,106,-0.29537,0.021905,-0.0164175,0.0407984,-0.00105945,0.285898,0.957391
0,108,109,-0.179834,0.0680552,0.00680347,0.0189569,0.00033738,0.257789,0.966015
3,67,94,-0.175318,-0.279264,0.0321,-0.00940181,-0.0136898,0.466482,0.884375
1,106,107,-0.194603,0.051247,-0.0528539,0.0092732,-0.00880678,0.254863,0.966893
0,109,110,-0.1695,0.076342,0.0040983,-0.00496153,0.0135046,-0.199068,-0.97988
3,16,59,-0.305818,0.109436,0.0676446,-0.0115508,-0.0003729,-0.762976,0.646323
1,107,108,-0.150132,0.0483179,0.0448699,0.0086125,-0.00474267,0.208281,0.97802
0,110,111,-0.188236,0.0965883,0.00418771,0.0156091,0.00160348,0.253621,0.967176
3,73,88,-0.0862508,0.298673,0.116258,0.021669,0.0267168,0.997807,0.0565447
1,108,109,-0.146222,0.0528989,-0.0185591,0.00136736,0.0107172,0.199877,0.979761
0,111,112,-0.11726,0.077818,0.0112193,0.0179805,-0.00733305,0.215755,0.976255
3,72,89,0.0105559,0.332287,0.129188,-0.00959498,0.0137093,-0.999797,0.0112022
1,109,110,-0.194072,0.0697994,-0.048246,-0.00795945,-0.0046259,0.208099,0.978064
0,112,113,-0.171138,0.0855786,-0.0321299,0.00742672,-0.0238535,0.22786,0.973373
3,69,91,0.31227,0.177345,0.0705215,0.0232223,-0.00135229,0.98852,0.149291
1,110,111,-0.152479,0.0487079,0.0464421,0.0138355,0.0109273,0.238389,0.97101
0,113,114,-0.157939,0.0175361,-0.0165837,-0.0253793,-0.0146205,0.00781088,0.999541
3,73,87,0.10292,0.330689,0.121195,-0.00805239,-0.0136606,-0.996843,0.0777933
1,111,112,-0.137624,0.0582658,0.021361,0.0061728,-0.000398119,0.225657,0.974187
0,114,115,-0.126731,-0.0174061,0.0139739,-0.0102327,0.00722125,-0.00771262,0.999892
3,74,86,-0.103816,0.327039,0.134756,-0.0180556,0.00838997,0.999614,0.0193922
1,112,113,-0.196488,0.0632281,0.0138266,0.00287481,0.00183988,0.221235,0.975215
0,115,116,-0.15249,-0.00564101,0.0391008,0.0399731,-0.0616555,-0.0903028,0.9932
3,67,92,0.362966,-0.108529,0.0114378,0.00186248,-0.0177503,0.798495,0.601737
1,113,114,-0.166363,0.0201199,-0.0400323,-0.010446,0.00580085,-0.00413155,0.99992
0,116,117,-0.086212,-0.096918,-0.020239,-0.0258855,-0.027888,-0.200438,0.978967
3,16,58,0.269341,0.267661,0.04734,-0.0103836,-0.0103869,-0.899015,0.437671
1,114,115,-0.131205,-0.0166316,0.0136106,0.00210271,0.00443472,-0.00531753,0.999974
0,117,118,-0.0790421,-0.117155,0.017685,-0.00348398,-0.0136992,-0.21142,0.977293
3,14,59,-0.335208,0.161122,0.0919617,-0.012377,-0.00636933,-0.759862,0.649936
1,115,116,-0.197537,-0.0401706,0.0677456,0.00290172,-0.0130167,-0.0997629,0.994922
0,118,119,-0.128288,-0.0552323,0.0495142,0.0200528,0.00656555,-0.0821912,0.996393
3,104,115,0.101987,-0.282744,-0.148111,-0.0651638,-0.0278642,-0.915809,0.395312
1,116,117,-0.122988,-0.112742,0.00360317,-0.00426278,-0.000679186,-0.234884,0.972014
0,119,120,-0.137737,0.0124671,0.056798,0.0658249,0.0284253,-0.0225764,0.997171
3,103,116,0.15419,-0.00332998,-0.0883395,-0.0408097,-0.0167482,-0.943089,0.329602
1,117,118,-0.0853885,-0.104304,0.00086889,-0.00580572,0.00312645,-0.198628,0.980053
0,120,121,0.196307,0.0359015,-0.093632,0.0318579,0.0158844,0.0596274,0.997586
3,103,117,-0.0249599,-0.118184,-0.0838807,-0.0423436,-0.0108194,-0.994158,0.0986897
1,118,119,-0.130263,-0.0510557,0.048298,-0.00269991,-0.00658096,-0.0727426,0.997325
0,121,122,-0.0762359,0.0713093,-0.0495659,-0.0409119,0.0326124,0.211033,0.976078
3,103,118,-0.188586,-0.162989,-0.0802408,0.0449115,0.00865736,0.99383,0.101042
1,119,120,-0.0959469,-0.00546753,-0.046395,0.0245531,-0.0183976,-0.010825,0.999471
0,122,123,-0.189041,-0.0115681,-0.155577,-0.0525486,-0.00404696,0.0292652,0.998181
3,102,119,-0.0206528,-0.246968,-0.0490845,0.0323922,0.00117149,0.982555,0.183124
1,120,121,0.197591,0.0785181,-0.159414,-8.21181e-05,0.0544747,0.0769425,0.995546
0,123,124,-0.354035,-0.0120336,0.0238084,-0.00159857,0.0148392,-0.0814218,0.996568
3,102,118,0.144956,-0.196177,-0.0981918,0.0393174,0.00310112,0.993023,0.111127
1,121,122,-0.116371,0.0467325,0.0113968,0.00489026,0.00128143,0.222874,0.974834
0,124,125,-0.255688,0.0194807,0.00626984,-0.0120524,-0.00533424,0.081511,0.996585
3,102,120,-0.118723,-0.244491,-0.112091,0.0194317,-0.0270021,0.980486,0.193756
2,102,120,-0.352476,-0.19196,0.0341047,0.00343706,0.00689253,0.985579,0.169041
1,122,123,-0.20142,0.0530571,0.0182483,0.00348175,0.00120673,0.0160637,0.999864
0,125,126,-0.136705,-0.00708288,0.0207021,-0.0107313,0.027268,-0.043476,0.998625
3,103,120,0.0220681,0.114826,0.0195414,0.00398645,-0.00346156,0.988768,0.149368
2,103,120,-0.705029,-0.109393,0.00589238,0.0188117,0.0173912,0.985608,0.167093
1,123,124,-0.327525,-0.0558186,0.0813076,-0.00319963,-0.0026979,-0.134197,0.990946
0,126,127,-0.299598,0.00718392,0.00504744,-0.000250211,8.06824e-05,0.0513286,0.998682
3,104,120,-0.000101327,0.0606375,-0.0269799,0.00711245,-0.019986,0.98362,0.178999
1,124,125,-0.249617,-0.00670379,0.0283297,-9.28074e-05,0.00148201,0.104994,0.994472
0,127,128,-0.247589,-0.00334397,-0.0297298,0.0156859,-0.0103364,-0.0182661,0.999657
3,104,119,0.0457261,0.0615997,0.0141407,0.0210817,0.00782712,0.986596,0.161625
1,125,126,-0.144362,-0.0453887,0.0730371,-0.000499295,0.0403484,-0.0263588,0.998838
0,128,129,-0.228575,0.0123259,0.022049,-0.00359376,0.0110492,-0.0143266,0.99983
3,105,115,-0.00146003,-0.084325,-0.0810888,-0.0444301,-0.00814917,-0.938164,0.343231
1,126,127,-0.336867,-0.016381,-0.0207911,0.00309217,0.0109185,0.0542563,0.998463
0,129,130,-0.361675,-0.0320901,-0.00617371,-0.035638,0.0266385,-0.0147878,0.9989
3,104,118,0.120065,0.108531,-0.0361844,0.0272541,0.00843881,0.996136,0.0830592
1,127,128,-0.251064,0.00733216,0.0393372,0.000727299,0.00118501,-0.0142514,0.999897
0,130,131,-0.332418,-0.0233907,0.018741,0.0111265,0.013417,-0.00401989,0.99984
3,105,116,-0.19985,-0.0372237,-0.0180909,-0.0307641,-0.00197762,-0.969811,0.241903
1,128,129,-0.235706,0.00937671,0.00260691,0.00344633,0.00438164,-0.00370835,0.999978
0,131,132,-0.239435,-0.0120147,-0.0326226,0.0092549,0.00122347,-0.0282582,0.999557
3,104,117,0.113774,0.224514,-0.0374063,-0.025768,-0.00735282,-0.991994,0.123408
1,129,130,-0.367344,-0.0173378,0.0986344,-0.00384161,-0.0025055,-0.0163429,0.999856
0,132,133,-0.394064,-0.0450095,0.00109695,0.00512764,0.00719023,-0.0949642,0.995442
3,104,122,-0.0615833,0.212445,-0.189186,-0.0650172,0.00840364,-0.99048,0.121041
1,130,131,-0.329087,-0.0161585,0.0590078,-0.00223438,-0.000222815,-0.00663259,0.999975
0,133,134,-0.380136,-0.0240271,0.0212463,0.0318427,0.00205822,0.0762267,0.99658
3,104,121,0.152442,0.169609,-0.202739,0.0630701,-0.0178864,0.992509,0.10309
1,131,132,-0.251351,-0.00789555,0.0386307,-0.00766171,-0.00130059,-0.0319916,0.999458
0,134,135,-0.135919,0.00854322,-0.040292,0.0582996,0.0172664,0.0314889,0.997653
3,105,117,-0.317354,0.047037,-0.0144639,0.0278024,-0.00180464,0.999612,0.000451267
1,132,133,-0.393304,-0.0813687,0.0832819,0.00392625,-0.00124289,-0.0864394,0.996249
0,135,136,-0.309348,0.00977263,-0.0145871,-0.000620378,-0.00680861,-0.0335536,0.999414
3,71,132,0.293377,-0.165124,0.0286731,-0.0443883,0.0982791,-0.83138,0.545141
1,133,134,-0.39109,-0.0297094,-0.0149141,0.00112119,0.00597667,0.0826473,0.99656
0,136,137,-0.356763,0.0349671,0.00262799,0.0261775,-0.00361995,0.0625233,0.997694
3,91,133,0.0461376,-0.153882,0.0774609,0.101795,0.0140932,0.57601,0.810957
1,134,135,-0.513062,-0.00813736,0.0181123,0.00814708,0.00598121,0.0919011,0.995717
0,137,138,-0.350024,-0.0128444,0.000474192,0.0025959,-0.0107706,0.16187,0.98675
3,70,133,-0.0574469,-0.0925972,0.17328,-0.0210167,0.109478,-0.867392,0.484978
1,135,136,-0.349465,-0.0405236,0.0314894,-0.000348909,0.00213229,-0.0176992,0.999841
0,138,139,-0.418185,-0.0191717,-0.0384725,-0.000444531,-0.0133931,0.0385944,0.999165
3,92,133,0.126524,0.124067,0.137762,0.0878443,0.0242634,0.607511,0.789066
1,136,137,-0.397877,-0.00317717,0.034814,0.00690416,0.00908159,0.079088,0.996802
0,139,140,-0.39264,0.0135535,0.0206677,0.00827475,0.00283986,0.0429586,0.999039
3,69,133,-0.00422277,0.184238,0.208134,-0.0487397,0.0862428,-0.887175,0.450673
1,137,138,-0.437887,-0.01226,0.069093,0.00601998,0.0023659,0.182616,0.983163
0,140,141,-0.236352,0.0559124,0.0244755,0.00746794,0.00451549,0.198479,0.980066
3,71,133,-0.14109,-0.226488,0.109885,-0.0330451,0.104842,-0.875009,0.471461
1,138,139,-0.447479,-0.0195467,-0.0448704,0.00763856,-0.00740462,0.0313987,0.99945
0,141,142,-0.247911,0.0434982,0.0220856,0.0162144,0.0103364,0.197811,0.980052
3,63,138,-0.205313,0.067758,0.162808,-0.153077,0.0321686,-0.982112,0.104823
1,139,140,-0.403335,-0.00649021,0.0752233,0.0171755,0.000189629,0.072957,0.997187
0,142,143,-0.372541,-0.0367084,0.0730709,0.00371957,0.0234626,-0.0331554,0.999168
3,92,134,-0.275036,0.0490741,0.126241,0.0906548,0.0346774,0.670198,0.735808
1,140,141,-0.233487,0.0230969,0.00739147,0.00102598,0.00375994,0.229166,0.97338
0,143,144,-0.0147241,-0.00384598,-0.127422,0.0148491,-0.0262848,-0.028148,0.999148
3,64,137,-0.167248,0.208716,0.150061,0.14536,-0.0547416,0.984984,0.0753637
1,141,142,-0.24968,0.0198165,0.0314309,-0.00108991,0.00468319,0.188052,0.982147
0,144,145,-0.0190984,0.000897657,-0.123899,-0.0130477,-0.000621244,0.002713,0.999911
3,62,139,-0.246607,0.205259,0.000226725,-0.133884,0.0375878,-0.977395,0.159249
1,142,143,-0.388569,0.0325081,0.0407561,0.0116428,-0.0185709,-0.0624698,0.997806
