0.762339,-0.26906,-0.376976
1.231,-0.303274,-0.0221297
1.04062,-0.367277,-0.032116
1.11825,-0.334216,-0.326725
1.04674,-0.369435,-0.222005
1.14208,-0.341338,0
1.14365,-0.341808,-0.185703
1.07015,-0.377698,-0.144451
1.21951,-0.300444,0.00729976
1.07499,-0.379408,-0.00662558
1.13932,-0.340514,-0.128088
1.13028,-0.33781,0.0274505
1.00329,-0.410252,0.0126189
1.14312,-0.341649,-0.0834287
1.06393,-0.375503,-0.0921046
1.2229,-0.301279,0.0366541
1.06353,-0.375363,0.0196863
1.21316,-0.29888,-0.0800748
1.12867,-0.33733,0.0686041
1.06281,-0.375109,0.0459178
1.14467,-0.342112,-0.0556512
1.0773,-0.380224,-0.0598723
1.13737,-0.339931,0.145756
1.06769,-0.376829,0.09243
1.22241,-0.301157,-0.0512912
1.00275,-0.41003,-0.0378311
1.12908,-0.337452,0.315759
1.07613,-0.379809,0.208068
1.13411,-0.338955,-0.0275436
0.762339,-0.26906,-0.376976
1.231,-0.303274,-0.0221297
1.04062,-0.367277,-0.032116
1.11825,-0.334216,-0.326725
1.04674,-0.369435,-0.222005
1.14208,-0.341338,0
1.14365,-0.341808,-0.185703
1.07015,-0.377698,-0.144451
1.21951,-0.300444,0.00729976
1.07499,-0.379408,-0.00662558
1.13932,-0.340514,-0.128088
1.13028,-0.33781,0.0274505
1.00329,-0.410252,0.0126189
1.14312,-0.341649,-0.0834287
1.06393,-0.375503,-0.0921046
1.2229,-0.301279,0.0366541
1.06353,-0.375363,0.0196863
1.21316,-0.29888,-0.0800748
1.12867,-0.33733,0.0686041
1.06281,-0.375109,0.0459178
1.14467,-0.342112,-0.0556512
1.0773,-0.380224,-0.0598723
1.13737,-0.339931,0.145756
1.06769,-0.376829,0.09243
1.22241,-0.301157,-0.0512912
1.00275,-0.41003,-0.0378311
1.12908,-0.337452,0.315759
1.07613,-0.379809,0.208068
1.13411,-0.338955,-0.0275436
0.753574,-0.272046,-0.373595
1.22105,-0.310106,-0.02199
1.03421,-0.373357,-0.0319996
1.10847,-0.339951,-0.324569
1.04038,-0.375584,-0.22122
1.12814,-0.345983,0
1.00771,-0.420502,-0.0127121
1.13362,-0.347665,-0.184473
1.05622,-0.381304,-0.142936
1.2057,-0.30621,0.00723002
1.06096,-0.383016,-0.00655584
1.13306,-0.347492,-0.12766
0.99239,-0.414109,-0.10038
1.12401,-0.344717,0.0273575
1.00033,-0.417421,0.0126189
1.12539,-0.34514,-0.0823126
1.05371,-0.380399,-0.0914537
1.20521,-0.306085,0.0361886
1.05706,-0.381606,0.0196165
1.20325,-0.305588,-0.0795632
1.01344,-0.422894,-0.0639529
1.13387,-0.34774,0.0690692
1.05258,-0.379991,0.0455922
1.13456,-0.347952,-0.055279
1.06704,-0.38521,-0.0594537
1.13112,-0.346897,0.145268
1.05746,-0.381752,0.0917791
1.20472,-0.305961,-0.0506399
1.01823,-0.424892,-0.038529
1.11925,-0.343257,0.313689
1.06598,-0.384828,0.206633
1.13166,-0.347062,-0.0275436
0.753574,-0.272046,-0.373595
1.22105,-0.310106,-0.02199
1.03421,-0.373357,-0.0319996
1.10847,-0.339951,-0.324569
1.04038,-0.375584,-0.22122
1.12814,-0.345983,0
1.00771,-0.420502,-0.0127121
1.13362,-0.347665,-0.184473
1.05622,-0.381304,-0.142936
1.2057,-0.30621,0.00723002
1.06096,-0.383016,-0.00655584
1.13306,-0.347492,-0.12766
0.99239,-0.414109,-0.10038
1.12401,-0.344717,0.0273575
1.00033,-0.417421,0.0126189
1.12539,-0.34514,-0.0823126
1.05371,-0.380399,-0.0914537
1.20521,-0.306085,0.0361886
1.05706,-0.381606,0.0196165
1.20325,-0.305588,-0.0795632
1.01344,-0.422894,-0.0639529
1.13387,-0.34774,0.0690692
1.05258,-0.379991,0.0455922
1.13456,-0.347952,-0.055279
